student_id,life_risk,study_risk,sport_risk,total_risk,risk_level,dominant_dimension,life_shap_top1,life_shap_top2,life_shap_top3,study_shap_top1,study_shap_top2,study_shap_top3,sport_shap_top1,sport_shap_top2,sport_shap_top3,M_score,A_score,P_score,dominant_MAP,pattern_label,pattern_reason,profile_text,intervention_type,intervention_text,priority
pjxyqwbj013,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.21634132906484096,0.1167920059561728,-0.011832083086846967,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj016,,,,,未知,unknown,,,,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.3244541602535172,0.17465467568337895,-0.01437968479472355,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj018,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.0756677661370486,0.12400322772314142,-0.011116760530720108,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj020,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.0756677661370503,0.12401678329159803,-0.025180686928078132,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj022,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.21638255128326503,0.11488589209491994,-0.011984398153628166,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj023,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.0756554883563287,0.1181565056716401,-0.02537940320147376,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj027,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.21638255128326503,0.11495878095800662,-0.007601778389524791,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj031,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.07730442762064609,0.11847111663569992,-0.023712087499743528,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj033,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.07561223276269934,0.12408656105647475,-0.008825059824629482,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj034,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.07178222180965212,-0.7635894348485396,-0.027232280558257563,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqwbj035,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.07582571071572596,0.11823983900497344,-0.01054560974374204,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj036,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,fhl_mean,fhl_mean,run_punch_count,0.8455806155192338,0.8826302952701224,-0.02391762776781368,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、fhl_mean。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj038,,,,,未知,unknown,,,,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.11365526601206505,0.17735975850746016,-0.014341906670380525,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj041,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.22929492729095116,0.08214388884976494,-0.009101463151184692,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj043,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,semester,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.20993277519631057,0.11691533904274289,-0.02347979507214633,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj044,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,semester,semester,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.20993655296353,0.11694489463369036,-0.0077167405897446,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj046,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.33393506840802895,0.11591028350541976,-0.023606128494563675,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj047,,,,,未知,unknown,,,,year_start,year_start,year_start,pe_unique_course,pe_unique_course,daily_daka_sum,-1.6991227576369419,0.15239622092433255,-0.0025831589132613506,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj049,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.056864321706816566,0.11348667245035361,-0.011647731151731767,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj050,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.19965400380082596,0.11718856121003617,-0.022915727898334654,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj052,,,,,未知,unknown,,,,year_start,year_start,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.30119170496705916,-1.1290407347180882,-0.013946904577065851,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqwbj053,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.20993277519630885,0.11688200570940956,-0.011394523398437365,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj054,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.0756554883563287,0.11812317233830677,-0.02695336494998433,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj058,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.20074228104514377,-0.7532144009579594,-0.010814371748334599,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqwbj059,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.20084794778687423,-0.7527136009102687,-0.024522009093327194,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqwbj061,,,,,未知,unknown,,,,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.11595664143096657,0.1778316749535499,-0.013080239884505535,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj062,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.075655488356327,0.11822317233830676,-0.01045610817130548,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj069,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.23569970339226387,0.08204411127045735,-0.025279397754138833,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj072,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,semester,semester,pe_unique_course,daily_daka_sum,pe_unique_course,-0.075655488356327,0.1182065056716401,-0.008661786442694865,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj078,,,,,未知,unknown,,,,year_start,year_start,year_start,fhl_mean,fhl_mean,fhl_mean,3.5329323358857074,2.4329617208364334,-0.017767264516690674,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、fhl_mean。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjxyqwbj080,,,,,未知,unknown,,,,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.1134832325344905,0.17722225850746015,-0.01732136818913695,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj082,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,semester,semester,semester,pe_unique_course,daily_daka_sum,pe_unique_course,-0.07582571071572766,0.11719850578059741,-0.02300108461803545,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：semester、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj084,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.07569671057475107,0.11630039181038722,-0.010196086226843168,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj085,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,fhl_mean,run_punch_count,daily_daka_sum,0.170902749265853,0.9606540939877429,-0.023758292063287664,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、fhl_mean。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj087,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.075655488356327,0.1181565056716401,-0.011734353090534935,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj089,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.07178222180965041,-0.7636061015152062,-0.012483664093415335,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqwbj090,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.0756677661370503,0.12396678329159803,-0.027101096738124927,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj092,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,semester,semester,semester,pe_unique_course,daily_daka_sum,pe_unique_course,-0.07554982161459822,0.11730117237021513,-0.008630409763158141,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：semester、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj095,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.0756554883563287,0.1181565056716401,-0.02430940334916676,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj098,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.20084794778687254,-0.7527550453112152,-0.0111856279810444,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqwbj101,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,bmi_count,run_punch_count,ywqz_mean,-0.40601588777887326,-1.2849636933504915,-0.009250584019398858,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、bmi_count。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqwbj104,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.0756677661370503,0.1239834499582647,-0.024936177082843913,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj108,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.075655488356327,0.1182065056716401,-0.010021033876324506,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj109,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,semester,ywqz_mean,ywqz_mean,ywqz_mean,-0.07178222180965212,-0.7636061015152062,-0.024652195465602596,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqwbj112,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.075655488356327,0.11813983900497343,-0.0103849273793442,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj117,,,,,未知,unknown,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.0756677661370503,0.12396678329159803,-0.02393076431746823,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbj122,,,,,未知,unknown,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.07178222180965041,-0.7635394348485396,-0.009398141482078301,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqwbj125,,,,,未知,unknown,,,,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.11358006596099578,0.17525592531338316,-0.0196907375109376,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为未知，主要由未知维度驱动。行为上表现为：year_start、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
