student_id,life_risk,study_risk,sport_risk,total_risk,risk_level,dominant_dimension,study_best_cls_model,life_shap_top1,life_shap_top2,life_shap_top3,study_shap_top1,study_shap_top2,study_shap_top3,sport_shap_top1,sport_shap_top2,sport_shap_top3,M_score,A_score,P_score,dominant_MAP,pattern_label,pattern_reason,profile_text,intervention_type,intervention_text,priority
pjxrqxbj983,0.5014789590651059,0.0247101035181206,0.47171255930287825,0.3326338739620349,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbj533,0.5014789590651059,0.0256594602454465,0.4707520594670337,0.3326301595925287,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj050,0.5014789590651059,0.0259141852231806,0.4704519424276572,0.3326150289053145,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbj217,0.5014789590651059,0.0167082522430229,0.4796534431381615,0.33261355148209676,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjwtqxbj921,0.5014789590651059,0.022274060284537,0.47407183009992426,0.33260828314985574,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj072,0.5014789590651059,0.0982246498426096,0.39808301024283155,0.332595539716849,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbl758,0.5014789590651059,0.0145631323145064,0.4816988128146898,0.3325803013981007,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbk811,0.5014789590651059,0.0247101035181206,0.47151707597034215,0.33256871285118955,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj636,0.5014789590651059,0.0325257301393238,0.46363289483247844,0.332545861345636,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxpqxbj985,0.5014789590651059,0.0638733289907495,0.43224285601344403,0.33253171468976644,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxpqxbj956,0.5014789590651059,0.0759031470215633,0.4196655085217738,0.332349204869481,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbk224,0.5014789590651059,0.0200671089293845,0.47536471425600213,0.33230359408349747,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj591,,0.1439017784543707,0.520302816408378,0.33210229743137437,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxuqwbj738,0.5014789590651059,0.0222916849075159,0.47229431018193097,0.3320216513848509,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjwrqxbj929,0.5014789590651059,0.1155511167221525,0.3790180596524966,0.33201604514658495,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbk812,0.5369315774564789,0.0256594602454465,0.4333831022202445,0.33199137997405664,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbj428,0.5014789590651059,0.0145631323145064,0.47985738488412755,0.3319664920879133,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxxzxbj995,0.5014789590651059,0.0328943727190746,0.46149604898110996,0.3319564602550968,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbk918,0.5014789590651059,0.0455181602219316,0.44856564104749547,0.3318542534448443,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxuqwbj857,0.5014789590651059,0.0231294410574219,0.47077336213788945,0.3317939207534724,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj809,0.5014789590651059,0.0276722717868294,0.46618702241292076,0.331779417754952,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjwrqxbj926,0.5014789590651059,0.0553196759441976,0.43849605649969803,0.3317648971696672,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj852,0.5014789590651059,0.0543561839062113,0.4393400181949935,0.33172505372210354,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj949,0.5014789590651059,0.0242972026314278,0.46936429786934275,0.3317134865219588,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbj278,0.5014789590651059,0.0266502520226143,0.4669996566510726,0.33170962257959763,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxqzxbj997,0.5014789590651059,0.0280787601071225,0.4654552130141807,0.3316709773954697,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbk325,0.5014789590651059,0.1010478749102933,0.39221106490994373,0.3315792996284476,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbk578,0.5014789590651059,0.0280787601071225,0.4651062251416659,0.3315546481046314,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbl752,0.5014789590651059,0.0274372294735731,0.46571178488814335,0.33154265780894077,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbk814,0.5014789590651059,0.0259141852231806,0.4670729629007786,0.33148870239635503,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj701,0.5014789590651059,0.0526804860250355,0.4398810433797623,0.3313468294899679,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxuqwbj918,0.5014789590651059,0.0184407975122062,0.47390485475338195,0.3312748704435647,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxuqwbj814,0.5014789590651059,0.0184407975122062,0.4738052334396833,0.33124166333899846,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbk717,0.3661703470031546,0.1922062109223586,0.4353225850916438,0.33123304767238565,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P2
pjxsqxbj957,0.5014789590651059,0.1512973151442647,0.34086716907554415,0.3312144810949716,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj049,0.5014789590651059,0.0266502520226143,0.46544236875675615,0.33119052661482545,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxuqwbj511,0.5014789590651059,0.0376180189196518,0.45446794282196645,0.3311883069355747,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj207,0.5014789590651059,0.0908153101895205,0.4012295400377494,0.3311746030974586,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxuqwbj658,0.5014789590651059,0.0567015449827194,0.43532352491535675,0.331168009654394,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbl891,0.5014789590651059,0.0154063285436732,0.4765244567192397,0.33113658144267294,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbk937,0.5014789590651059,0.0266502520226143,0.465062098180615,0.33106376975611174,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbl982,0.5014789590651059,0.0184407975122062,0.47315810246871065,0.33102595301534093,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj769,0.5014789590651059,0.0284419105170826,0.4631219440065598,0.33101427119624943,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbk820,0.5014789590651059,0.0232962952288835,0.46805351230918696,0.33094292220105875,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbj524,0.5014789590651059,0.0329249671078287,0.45838053336875895,0.3309281531805645,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxpqxbj916,0.5084663827102202,0.0746540262200563,0.40937060632414024,0.3308303384181389,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxrqxbj937,0.5014789590651059,0.0339170250823631,0.4570459836946903,0.33081398928071976,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbk066,0.5014789590651059,0.0145631323145064,0.4759636952364773,0.33066859553869654,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbk718,0.5014789590651059,0.0156087255763552,0.4748478112132283,0.33064516528489646,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbk601,0.5014789590651059,0.05744462665747,0.4329131903631754,0.3306122586952504,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbl907,0.5014789590651059,0.030846055693903,0.45947104215172413,0.330598685636911,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbk647,0.5014789590651059,0.0284419105170826,0.46154523308881745,0.3304887008903353,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjwtqxbj930,0.5014789590651059,0.0280787601071225,0.4618046244339158,0.33045411453538137,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxwxxbj951,0.5014789590651059,0.0154063285436732,0.47441079318615764,0.3304320269316456,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj758,0.5014789590651059,0.0322228414852607,0.45752905308375436,0.33041028454470694,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
